genome_name	motility_number	prediction	motile/non-motile/partial
Marinicella_pacifica	1	No	Non-Motile
Marinicella_sp.	1	No	Non-Motile
Marinifilaceae_bacterium	1	No	Non-Motile
Marinifilum_flexuosum	1	No	Non-Motile
Marinifilum_fragile	1	No	Non-Motile
Marinifilum_sp.	20	Yes	Motile
Mariniflexile_fucanivorans	2	No	Non-Motile
Mariniflexile_gromovii	2	No	Non-Motile
Mariniflexile_sp.	2	No	Non-Motile
Marinilabiliaceae_bacterium	1	No	Non-Motile
Marinilabiliales_bacterium	1	No	Non-Motile
Marinilabilia_sp.	1	No	Non-Motile
Marinilactibacillus_piezotolerans	22	Yes	Motile
Marinilactibacillus_psychrotolerans	0	No	Non-Motile
Marinilactibacillus_sp.	22	Yes	Motile
Marinimicrobia_bacterium	5	No	Non-Motile
Marinimicrobium_agarilyticum	22	Yes	Motile
Marinimicrobium_koreense	22	Yes	Motile
Marinimicrobium_sp.	22	Yes	Motile
Marininema_halotolerans	1	No	Non-Motile
Marininema_mesophilum	0	No	Non-Motile
Mariniphaga_anaerophila	1	No	Non-Motile
Mariniphaga_sediminis	1	No	Non-Motile
Mariniphaga_sp.	2	No	Non-Motile
Mariniradius_saccharolyticus	1	No	Non-Motile
Marinirhabdus_gelatinilytica	2	No	Non-Motile
Marinisporobacter_balticus	24	Yes	Motile
Marinithermofilum_abyssi	0	No	Non-Motile
Marinithermus_hydrothermalis	0	No	Non-Motile
Marinitoga_hydrogenitolerans	23	Yes	Motile
Marinitoga_lauensis	23	Yes	Motile
Marinitoga_litoralis	23	Yes	Motile
Marinitoga_piezophila	23	Yes	Motile
Marinitoga_sp.	23	Yes	Motile
Marinobacter_algicola	22	Yes	Motile
Marinobacter_antarcticus	22	Yes	Motile
Marinobacter_aquaeolei	22	Yes	Motile
Marinobacter_aromaticivorans	22	Yes	Motile
Marinobacter_bohaiensis	22	Yes	Motile
Marinobacter_confluentis	22	Yes	Motile
Marinobacter_daepoensis	22	Yes	Motile
Marinobacter_daqiaonensis	22	Yes	Motile
Marinobacter_excellens	22	Yes	Motile
Marinobacter_flavimaris	22	Yes	Motile
Marinobacter_gudaonensis	22	Yes	Motile
Marinobacter_guineae	22	Yes	Motile
Marinobacter_halophilus	22	Yes	Motile
Marinobacter_halotolerans	22	Yes	Motile
Marinobacter_hydrocarbonoclasticus	22	Yes	Motile
Marinobacterium_georgiense	23	Yes	Motile
Marinobacterium_halophilum	22	Yes	Motile
Marinobacterium_jannaschii	22	Yes	Motile
Marinobacterium_litorale	22	Yes	Motile
Marinobacterium_lutimaris	22	Yes	Motile
Marinobacterium_mangrovicola	22	Yes	Motile
Marinobacterium_nitratireducens	22	Yes	Motile
Marinobacterium_rhizophilum	22	Yes	Motile
Marinobacterium_sp.	22	Yes	Motile
Marinobacterium_stanieri	22	Yes	Motile
Marinobacterium_zhoushanense	22	Yes	Motile
Marinobacter_lipolyticus	13	Maybe	Possibly Motile
Marinobacter_litoralis	22	Yes	Motile
Marinobacter_lutaoensis	22	Yes	Motile
Marinobacter_manganoxydans	21	Yes	Motile
Marinobacter_maritimus	22	Yes	Motile
Marinobacter_mobilis	22	Yes	Motile
Marinobacter_nanhaiticus	22	Yes	Motile
Marinobacter_oulmenensis	22	Yes	Motile
Marinobacter_pelagius	1	No	Non-Motile
Marinobacter_persicus	22	Yes	Motile
Marinobacter_piscensis	22	Yes	Motile
Marinobacter_psychrophilus	22	Yes	Motile
Marinobacter_salarius	22	Yes	Motile
Marinobacter_salexigens	22	Yes	Motile
Marinobacter_salicampi	22	Yes	Motile
Marinobacter_santoriniensis	22	Yes	Motile
Marinobacter_sediminum	22	Yes	Motile
Marinobacter_segnicrescens	22	Yes	Motile
Marinobacter_shengliensis	22	Yes	Motile
Marinobacter_similis	22	Yes	Motile
Marinobacter_sp.	22	Yes	Motile
Marinobacter_vinifirmus	1	No	Non-Motile
Marinobacter_zhanjiangensis	22	Yes	Motile
Marinobacter_zhejiangensis	22	Yes	Motile
Marinococcus_halophilus	0	No	Non-Motile
Marinococcus_halotolerans	25	Yes	Motile
Marinococcus_luteus	3	No	Non-Motile
Marinomonas_alcarazii	22	Yes	Motile
Marinomonas_aquimarina	22	Yes	Motile
Marinomonas_aquiplantarum	22	Yes	Motile
Marinomonas_arctica	22	Yes	Motile
Marinomonas_balearica	22	Yes	Motile
Marinomonas_communis	22	Yes	Motile
Marinomonas_foliarum	22	Yes	Motile
Marinomonas_fungiae	22	Yes	Motile
Marinomonas_gallaica	19	Yes	Motile
Marinomonas_hwangdonensis	22	Yes	Motile
Marinomonas_mediterranea	22	Yes	Motile
Marinomonas_ostreistagni	22	Yes	Motile
Marinomonas_polaris	22	Yes	Motile
Marinomonas_pollencensis	22	Yes	Motile
Marinomonas_posidonica	22	Yes	Motile
Marinomonas_primoryensis	22	Yes	Motile
Marinomonas_profundi	22	Yes	Motile
Marinomonas_rhizomae	22	Yes	Motile
Marinomonas_sp.	19	Yes	Motile
Marinomonas_spartinae	22	Yes	Motile
Marinomonas_ushuaiensis	21	Yes	Motile
Marinoscillum_furvescens	1	No	Non-Motile
Marinoscillum_sp.	1	No	Non-Motile
Marinospirillum_alkaliphilum	22	Yes	Motile
Marinospirillum_celere	21	Yes	Motile
Marinospirillum_insulare	22	Yes	Motile
Marinospirillum_minutulum	22	Yes	Motile
Marinospirillum_sp.	21	Yes	Motile
Marinosulfonomonas_sp.	2	No	Non-Motile
Marinovum_algicola	0	No	Non-Motile
Marinovum_sp.	1	No	Non-Motile
Mariprofundaceae_bacterium	1	No	Non-Motile
Mariprofundales_bacterium	21	Yes	Motile
Mariprofundus_aestuarium	22	Yes	Motile
Mariprofundus_ferrinatatus	21	Yes	Motile
Mariprofundus_ferrooxydans	22	Yes	Motile
Mariprofundus_micogutta	21	Yes	Motile
Mariprofundus_sp.	22	Yes	Motile
Maripseudobacter_aurantiacus	2	No	Non-Motile
Marisediminicola_antarctica	22	Yes	Motile
Marisediminicola_sp.	1	No	Non-Motile
Maritalea_myrionectae	20	Yes	Motile
Maritimibacter_alkaliphilus	3	No	Non-Motile
Maritimibacter_lacisalsi	19	Yes	Motile
Maritimibacter_sp.	8	Maybe	Possibly Motile
Marivibrio_halodurans	20	Yes	Motile
Marivirga_atlantica	1	No	Non-Motile
Marivirga_lumbricoides	1	No	Non-Motile
Marivirga_sericea	1	No	Non-Motile
Marivirga_sp.	1	No	Non-Motile
Marivirga_tractuosa	0	No	Non-Motile
Marivita_cryptomonadis	17	Maybe	Possibly Motile
Marivita_geojedonensis	11	Maybe	Possibly Motile
Marivita_hallyeonensis	18	Maybe	Possibly Motile
Marivita_lacus	21	Yes	Motile
Marivita_sp.	18	Maybe	Possibly Motile
Marivivens_donghaensis	22	Yes	Motile
Marivivens_sp.	22	Yes	Motile
Marixanthomonas_ophiurae	2	No	Non-Motile
Marixanthomonas_sp.	2	No	Non-Motile
Marmoricola_aequoreus	22	Yes	Motile
Marmoricola_aurantiacus	0	No	Non-Motile
Marmoricola_endophyticus	0	No	Non-Motile
Marmoricola_ginsengisoli	23	Yes	Motile
Marmoricola_pocheonensis	23	Yes	Motile
Marmoricola_scoriae	23	Yes	Motile
Marmoricola_solisilvae	23	Yes	Motile
Marmoricola_sp.	23	Yes	Motile
Marseilla_massiliensis	1	No	Non-Motile
Martelella_endophytica	1	No	Non-Motile
Martelella_limonii	2	No	Non-Motile
Martelella_lutilitoris	1	No	Non-Motile
Martelella_mediterranea	1	No	Non-Motile
Martelella_radicis	1	No	Non-Motile
Martelella_sp.	1	No	Non-Motile
Marvinbryantia_formatexigens	0	No	Non-Motile
Marvinbryantia_sp.	0	No	Non-Motile
Massilia_albidiflava	22	Yes	Motile
Massilia_alkalitolerans	22	Yes	Motile
Massilia_aurea	22	Yes	Motile
Massilia_buxea	22	Yes	Motile
Massilia_consociata	20	Yes	Motile
Massilia_dura	22	Yes	Motile
Massilia_eurypsychrophila	22	Yes	Motile
Massilia_flava	22	Yes	Motile
Massilia_glaciei	22	Yes	Motile
Massilia_lurida	22	Yes	Motile
Massilia_lutea	22	Yes	Motile
Massilia_namucuonensis	22	Yes	Motile
Massilia_niastensis	22	Yes	Motile
Massilia_oculi	22	Yes	Motile
Massilia_phosphatilytica	22	Yes	Motile
Massilia_plicata	22	Yes	Motile
Massilia_psychrophila	22	Yes	Motile
Massilia_putida	23	Yes	Motile
Massilia_sp.	22	Yes	Motile
Massilia_timonae	22	Yes	Motile
Massilia_umbonata	22	Yes	Motile
Massilia_varians	22	Yes	Motile
Massilia_violacea	22	Yes	Motile
Massilia_yuzhufengensis	22	Yes	Motile
Massilibacillus_massiliensis	24	Yes	Motile
Massilibacterium_senegalense	25	Yes	Motile
Massilimaliae_sp.	0	No	Non-Motile
Massilimicrobiota_sp.	0	No	Non-Motile
Massilioclostridium_coli	0	No	Non-Motile
Massilioclostridium_sp.	0	No	Non-Motile
Massiliomicrobiota_sp.	0	No	Non-Motile
Mastigocladopsis_repens	0	No	Non-Motile
Mastigocladus_laminosus	0	No	Non-Motile
Mastigocoleus_testarum	0	No	Non-Motile
Mediterranea_massiliensis	0	No	Non-Motile
Mediterranea_sp.	0	No	Non-Motile
Mediterraneibacter_faecis	0	No	Non-Motile
Mediterraneibacter_glycyrrhizinilyticus	11	Maybe	Possibly Motile
Mediterraneibacter_sp.	0	No	Non-Motile
Megamonas_funiformis	0	No	Non-Motile
Megamonas_hypermegale	0	No	Non-Motile
Megamonas_rupellensis	0	No	Non-Motile
Megamonas_sp.	0	No	Non-Motile
Meganema_perideroedes	8	Maybe	Possibly Motile
Megasphaera_cerevisiae	0	No	Non-Motile
Megasphaera_elsdenii	0	No	Non-Motile
Megasphaera_genomosp.	0	No	Non-Motile
Megasphaera_hexanoica	0	No	Non-Motile
Megasphaera_hominis	0	No	Non-Motile
Megasphaera_massiliensis	0	No	Non-Motile
Megasphaera_micronuciformis	0	No	Non-Motile
Megasphaera_paucivorans	1	No	Non-Motile
Megasphaera_sp.	0	No	Non-Motile
Mehylophilales_bacterium	1	No	Non-Motile
Meiothermus_cateniformans	0	No	Non-Motile
Meiothermus_cerbereus	0	No	Non-Motile
Meiothermus_chliarophilus	0	No	Non-Motile
Meiothermus_granaticius	0	No	Non-Motile
Meiothermus_hypogaeus	0	No	Non-Motile
Meiothermus_luteus	0	No	Non-Motile
Meiothermus_roseus	0	No	Non-Motile
Meiothermus_ruber	0	No	Non-Motile
Meiothermus_rufus	0	No	Non-Motile
Meiothermus_silvanus	0	No	Non-Motile
Meiothermus_sp.	0	No	Non-Motile
Meiothermus_taiwanensis	0	No	Non-Motile
Meiothermus_terrae	0	No	Non-Motile
Meiothermus_timidus	0	No	Non-Motile
Melainabacteria_sp.	15	Maybe	Possibly Motile
Melaminivora_jejuensis	21	Yes	Motile
Melaminivora_sp.	22	Yes	Motile
Melghiribacillus_thermohalophilus	25	Yes	Motile
Melghirimyces_algeriensis	0	No	Non-Motile
Melghirimyces_profundicolus	0	No	Non-Motile
Melghirimyces_thermohalophilus	0	No	Non-Motile
Melioribacter_roseus	23	Yes	Motile
Melioribacter_sp.	24	Yes	Motile
Melissococcus_plutonius	0	No	Non-Motile
Melissococcus_sp.	0	No	Non-Motile
Melitea_salexigens	22	Yes	Motile
Melittangium_boletus	11	Maybe	Possibly Motile
Membranicola_marinus	1	No	Non-Motile
Merdibacter_massiliensis	0	No	Non-Motile
Merdibacter_sp.	0	No	Non-Motile
Meridianimaribacter_flavus	2	No	Non-Motile
Meridianimaribacter_sp.	2	No	Non-Motile
Merismopedia_glauca	0	No	Non-Motile
Merismopedia_sp.	1	No	Non-Motile
Mesoaciditogaceae_bacterium	22	Yes	Motile
Mesoaciditoga_lauensis	21	Yes	Motile
Mesoaciditoga_sp.	17	Maybe	Possibly Motile
Mesobacillus_boroniphilus	25	Yes	Motile
Mesobacillus_maritimus	0	No	Non-Motile
Mesocricetibacter_intestinalis	0	No	Non-Motile
Mesoflavibacter_aestuarii	2	No	Non-Motile
Mesoflavibacter_profundi	2	No	Non-Motile
Mesoflavibacter_sabulilitoris	2	No	Non-Motile
Mesoflavibacter_sp.	2	No	Non-Motile
Mesoflavibacter_zeaxanthinifaciens	2	No	Non-Motile
Mesonia_aquimarina	2	No	Non-Motile
Mesonia_hippocampi	2	No	Non-Motile
Mesonia_mobilis	2	No	Non-Motile
Mesonia_phycicola	1	No	Non-Motile
Mesonia_sp.	2	No	Non-Motile
Mesoplasma_chauliocola	0	No	Non-Motile
Mesoplasma_coleopterae	0	No	Non-Motile
Mesoplasma_corruscae	0	No	Non-Motile
Mesoplasma_entomophilum	0	No	Non-Motile
Mesoplasma_florum	0	No	Non-Motile
Mesoplasma_grammopterae	0	No	Non-Motile
Mesoplasma_lactucae	0	No	Non-Motile
Mesoplasma_photuris	0	No	Non-Motile
Mesoplasma_seiffertii	0	No	Non-Motile
Mesoplasma_syrphidae	0	No	Non-Motile
Mesoplasma_tabanidae	0	No	Non-Motile
Mesorhizobium_albiziae	19	Yes	Motile
Mesorhizobium_alhagi	19	Yes	Motile
Mesorhizobium_amorphae	15	Maybe	Possibly Motile
Mesorhizobium_australicum	18	Maybe	Possibly Motile
Mesorhizobium_camelthorni	19	Yes	Motile
Mesorhizobium_caraganae	18	Maybe	Possibly Motile
Mesorhizobium_ciceri	17	Maybe	Possibly Motile
Mesorhizobium_delmotii	7	Maybe	Possibly Motile
Mesorhizobium_erdmanii	17	Maybe	Possibly Motile
Mesorhizobium_hawassense	18	Maybe	Possibly Motile
Mesorhizobium_helmanticense	1	No	Non-Motile
Mesorhizobium_huakuii	6	No	Non-Motile
Mesorhizobium_japonicum	17	Maybe	Possibly Motile
Mesorhizobium_jarvisii	17	Maybe	Possibly Motile
Mesorhizobium_kowhaii	17	Maybe	Possibly Motile
Mesorhizobium_loti	17	Maybe	Possibly Motile
Mesorhizobium_mediterraneum	7	Maybe	Possibly Motile
Mesorhizobium_metallidurans	7	Maybe	Possibly Motile
Mesorhizobium_muleiense	7	Maybe	Possibly Motile
Mesorhizobium_opportunistum	17	Maybe	Possibly Motile
Mesorhizobium_plurifarium	18	Maybe	Possibly Motile
Mesorhizobium_prunaredense	7	Maybe	Possibly Motile
Mesorhizobium_qingshengii	18	Maybe	Possibly Motile
Mesorhizobium_sangaii	18	Maybe	Possibly Motile
Mesorhizobium_sediminum	18	Maybe	Possibly Motile
Mesorhizobium_silamurunense	18	Maybe	Possibly Motile
Mesorhizobium_soli	18	Maybe	Possibly Motile
Mesorhizobium_sophorae	18	Maybe	Possibly Motile
Mesorhizobium_sp.	17	Maybe	Possibly Motile
Mesorhizobium_tamadayense	18	Maybe	Possibly Motile
Mesorhizobium_temperatum	7	Maybe	Possibly Motile
Mesorhizobium_tianshanense	9	Maybe	Possibly Motile
Mesorhizobium_waimense	18	Maybe	Possibly Motile
Mesosutterella_multiformis	0	No	Non-Motile
Mesotoga_infera	0	No	Non-Motile
Mesotoga_prima	0	No	Non-Motile
Mesotoga_sp.	0	No	Non-Motile
Metabacillus_crassostreae	25	Yes	Motile
Metabacillus_sp.	25	Yes	Motile
Metakosakonia_massiliensis	21	Yes	Motile
Metakosakonia_sp.	21	Yes	Motile
Metallibacterium_scheffleri	0	No	Non-Motile
Metallosphaera_cuprina	0	No	Non-Motile
Metallosphaera_hakonensis	0	No	Non-Motile
Metallosphaera_prunae	0	No	Non-Motile
Metallosphaera_sedula	0	No	Non-Motile
Metallosphaera_sp.	0	No	Non-Motile
Metallosphaera_tengchongensis	0	No	Non-Motile
Metallosphaera_yellowstonensis	0	No	Non-Motile
Metaprevotella_massiliensis	0	No	Non-Motile
Metascardovia_criceti	0	No	Non-Motile
methane-oxidizing_endosymbiont	23	Yes	Motile
Methanimicrococcus_blatticola	0	No	Non-Motile
Methanimicrococcus_sp.	0	No	Non-Motile
Methanobacteriaceae_archaeon	0	No	Non-Motile
Methanobacterium_aggregans	0	No	Non-Motile
Methanobacterium_arcticum	0	No	Non-Motile
Methanobacterium_bryantii	0	No	Non-Motile
Methanobacterium_congolense	0	No	Non-Motile
Methanobacterium_curvum	0	No	Non-Motile
Methanobacterium_formicicum	0	No	Non-Motile
Methanobacterium_lacus	0	No	Non-Motile
Methanobacterium_paludis	0	No	Non-Motile
Methanobacterium_petrolearium	0	No	Non-Motile
Methanobacterium_sp.	0	No	Non-Motile
Methanobacterium_veterum	0	No	Non-Motile
Methanobrevibacter_arboriphilus	0	No	Non-Motile
Methanobrevibacter_boviskoreani	0	No	Non-Motile
Methanobrevibacter_curvatus	0	No	Non-Motile
Methanobrevibacter_cuticularis	0	No	Non-Motile
Methanobrevibacter_filiformis	0	No	Non-Motile
Methanobrevibacter_gottschalkii	0	No	Non-Motile
Methanobrevibacter_millerae	0	No	Non-Motile
Methanobrevibacter_olleyae	0	No	Non-Motile
Methanobrevibacter_oralis	0	No	Non-Motile
Methanobrevibacter_ruminantium	0	No	Non-Motile
Methanobrevibacter_smithii	0	No	Non-Motile
Methanobrevibacter_sp.	0	No	Non-Motile
Methanobrevibacter_thaueri	0	No	Non-Motile
Methanobrevibacter_woesei	0	No	Non-Motile
Methanobrevibacter_wolinii	0	No	Non-Motile
Methanocalculaceae_archaeon	1	No	Non-Motile
Methanocalculus_chunghsingensis	1	No	Non-Motile
Methanocalculus_sp.	0	No	Non-Motile
Methanocaldococcus_fervens	0	No	Non-Motile
Methanocaldococcus_infernus	0	No	Non-Motile
Methanocaldococcus_jannaschii	0	No	Non-Motile
Methanocaldococcus_sp.	0	No	Non-Motile
Methanocaldococcus_villosus	0	No	Non-Motile
Methanocaldococcus_vulcanius	0	No	Non-Motile
Methanocella_arvoryzae	1	No	Non-Motile
Methanocellaceae_archaeon	0	No	Non-Motile
Methanocella_conradii	0	No	Non-Motile
Methanocellales_archaeon	0	No	Non-Motile
Methanocella_paludicola	0	No	Non-Motile
Methanocella_sp.	1	No	Non-Motile
Methanococcaceae_archaeon	0	No	Non-Motile
Methanococcales_archaeon	0	No	Non-Motile
Methanococci_archaeon	0	No	Non-Motile
Methanococcoides_burtonii	1	No	Non-Motile
Methanococcoides_methylutens	0	No	Non-Motile
Methanococcoides_sp.	1	No	Non-Motile
Methanococcoides_vulcani	0	No	Non-Motile
Methanococcus_aeolicus	0	No	Non-Motile
Methanococcus_vannielii	0	No	Non-Motile
Methanococcus_voltae	0	No	Non-Motile
Methanocorpusculaceae_archaeon	0	No	Non-Motile
Methanocorpusculum_bavaricum	0	No	Non-Motile
Methanocorpusculum_labreanum	0	No	Non-Motile
Methanocorpusculum_parvum	0	No	Non-Motile
Methanocorpusculum_sp.	0	No	Non-Motile
Methanoculleus_bourgensis	0	No	Non-Motile
Methanoculleus_chikugoensis	0	No	Non-Motile
Methanoculleus_horonobensis	0	No	Non-Motile
Methanoculleus_hydrogenitrophicus	0	No	Non-Motile
Methanoculleus_marisnigri	0	No	Non-Motile
Methanoculleus_sp.	0	No	Non-Motile
Methanoculleus_taiwanensis	1	No	Non-Motile
Methanoculleus_thermophilus	0	No	Non-Motile
Methanofervidicoccus_sp.	0	No	Non-Motile
Methanofollis_ethanolicus	1	No	Non-Motile
Methanofollis_formosanus	1	No	Non-Motile
Methanofollis_liminatans	0	No	Non-Motile
Methanofollis_sp.	0	No	Non-Motile
Methanofollis_tationis	1	No	Non-Motile
methanogenic_archaeon	0	No	Non-Motile
Methanogenium_cariaci	1	No	Non-Motile
Methanogenium_sp.	1	No	Non-Motile
Methanohalobium_sp.	1	No	Non-Motile
Methanohalophilus_euhalobius	1	No	Non-Motile
Methanohalophilus_halophilus	0	No	Non-Motile
Methanohalophilus_levihalophilus	1	No	Non-Motile
Methanohalophilus_mahii	0	No	Non-Motile
Methanohalophilus_portucalensis	0	No	Non-Motile
Methanohalophilus_sp.	0	No	Non-Motile
Methanolacinia_paynteri	1	No	Non-Motile
Methanolinea_mesophila	0	No	Non-Motile
Methanolinea_sp.	1	No	Non-Motile
Methanolinea_tarda	1	No	Non-Motile
Methanolobus_bombayensis	1	No	Non-Motile
Methanolobus_profundi	1	No	Non-Motile
Methanolobus_psychrophilus	1	No	Non-Motile
Methanolobus_sp.	1	No	Non-Motile
Methanolobus_tindarius	1	No	Non-Motile
Methanolobus_vulcani	1	No	Non-Motile
Methanolobus_zinderi	1	No	Non-Motile
Methanomassiliicoccaceae_archaeon	0	No	Non-Motile
Methanomassiliicoccales_archaeon	0	No	Non-Motile
Methanomassiliicoccus_luminyensis	0	No	Non-Motile
Methanomassiliicoccus_sp.	0	No	Non-Motile
Methanomethylovorans_hollandica	0	No	Non-Motile
Methanomethylovorans_sp.	0	No	Non-Motile
Methanomicrobia_archaeon	0	No	Non-Motile
Methanomicrobiaceae_archaeon	1	No	Non-Motile
Methanomicrobiales_archaeon	0	No	Non-Motile
Methanomicrobium_mobile	1	No	Non-Motile
Methanomicrobium_sp.	1	No	Non-Motile
Methanonatronarchaeales_archaeon	0	No	Non-Motile
Methanonatronarchaeia_archaeon	1	No	Non-Motile
Methanophagales_archaeon	0	No	Non-Motile
Methanoplanus_limicola	1	No	Non-Motile
Methanoplanus_petrolearius	1	No	Non-Motile
Methanopyri_archaeon	0	No	Non-Motile
Methanopyrus_kandleri	0	No	Non-Motile
Methanopyrus_sp.	0	No	Non-Motile
Methanoregula_boonei	1	No	Non-Motile
Methanoregulaceae_archaeon	1	No	Non-Motile
Methanoregula_formicica	0	No	Non-Motile
Methanoregula_sp.	0	No	Non-Motile
Methanosaetaceae_archaeon	1	No	Non-Motile
Methanosaeta_concilii	0	No	Non-Motile
Methanosaeta_harundinacea	0	No	Non-Motile
Methanosaeta_sp.	0	No	Non-Motile
Methanosaeta_thermophila	0	No	Non-Motile
Methanosalsum_natronophilum	1	No	Non-Motile
Methanosalsum_sp.	1	No	Non-Motile
Methanosalsum_zhilinae	1	No	Non-Motile
Methanosarcina_acetivorans	1	No	Non-Motile
Methanosarcina_barkeri	0	No	Non-Motile
Methanosarcinaceae_archaeon	0	No	Non-Motile
Methanosarcina_flavescens	0	No	Non-Motile
Methanosarcina_horonobensis	1	No	Non-Motile
Methanosarcina_lacustris	0	No	Non-Motile
Methanosarcinales_archaeon	0	No	Non-Motile
Methanosarcinales_archeaon	1	No	Non-Motile
Methanosarcina_mazei	1	No	Non-Motile
Methanosarcina_siciliae	1	No	Non-Motile
Methanosarcina_soligelidi	1	No	Non-Motile
Methanosarcina_sp.	0	No	Non-Motile
Methanosarcina_spelaei	0	No	Non-Motile
Methanosarcina_thermophila	0	No	Non-Motile
Methanosarcina_vacuolata	0	No	Non-Motile
Methanosphaera_cuniculi	0	No	Non-Motile
Methanosphaera_sp.	0	No	Non-Motile
Methanosphaera_stadtmanae	0	No	Non-Motile
Methanosphaerula_palustris	1	No	Non-Motile
Methanospirillaceae_archaeon	1	No	Non-Motile
Methanospirillum_hungatei	1	No	Non-Motile
Methanospirillum_lacunae	1	No	Non-Motile
Methanospirillum_sp.	1	No	Non-Motile
Methanospirillum_stamsii	1	No	Non-Motile
Methanothermobacter_defluvii	1	No	Non-Motile
Methanothermobacter_marburgensis	0	No	Non-Motile
Methanothermobacter_sp.	0	No	Non-Motile
Methanothermobacter_tenebrarum	0	No	Non-Motile
Methanothermobacter_thermautotrophicus	0	No	Non-Motile
Methanothermobacter_wolfeii	1	No	Non-Motile
Methanothermococcus_okinawensis	0	No	Non-Motile
Methanothermococcus_sp.	0	No	Non-Motile
Methanothermococcus_thermolithotrophicus	0	No	Non-Motile
Methanothermus_fervidus	0	No	Non-Motile
Methanothrix_soehngenii	0	No	Non-Motile
Methanothrix_sp.	0	No	Non-Motile
Methanotorris_formicicus	0	No	Non-Motile
Methanotorris_igneus	0	No	Non-Motile
Methanotrichaceae_archaeon	0	No	Non-Motile
methanotrophic_bacterial	1	No	Non-Motile
methanotrophic_endosymbiont	22	Yes	Motile
Methermicoccus_shengliensis	1	No	Non-Motile
Methermicoccus_sp.	0	No	Non-Motile
Methylacidimicrobium_cyclopophantes	0	No	Non-Motile
Methylacidimicrobium_sp.	0	No	Non-Motile
Methylacidimicrobium_tartarophylax	1	No	Non-Motile
Methylacidiphilaceae_bacterium	1	No	Non-Motile
Methylacidiphilales_bacterium	1	No	Non-Motile
Methylacidiphilum_fumariolicum	1	No	Non-Motile
Methylacidiphilum_infernorum	1	No	Non-Motile
Methylacidiphilum_kamchatkense	0	No	Non-Motile
Methylacidiphilum_sp.	0	No	Non-Motile
Methylarcula_marina	16	Maybe	Possibly Motile
Methylibium_petroleiphilum	21	Yes	Motile
Methylibium_sp.	21	Yes	Motile
Methylobacillus_arboreus	22	Yes	Motile
Methylobacillus_caricis	22	Yes	Motile
Methylobacillus_flagellatus	22	Yes	Motile
Methylobacillus_glycogenes	22	Yes	Motile
Methylobacillus_gramineus	22	Yes	Motile
Methylobacillus_methanolivorans	22	Yes	Motile
Methylobacillus_rhizosphaerae	1	No	Non-Motile
Methylobacillus_sp.	21	Yes	Motile
Methylobacteriaceae_bacterium	17	Maybe	Possibly Motile
Methylobacterium_aquaticum	0	No	Non-Motile
Methylobacterium_brachythecii	19	Yes	Motile
Methylobacterium_bullatum	19	Yes	Motile
Methylobacterium_currus	20	Yes	Motile
Methylobacterium_dankookense	20	Yes	Motile
Methylobacterium_extorquens	0	No	Non-Motile
Methylobacterium_fujisawaense	21	Yes	Motile
Methylobacterium_gnaphalii	19	Yes	Motile
Methylobacterium_gossipiicola	20	Yes	Motile
Methylobacterium_haplocladii	20	Yes	Motile
Methylobacterium_indicum	19	Yes	Motile
Methylobacterium_mesophilicum	17	Maybe	Possibly Motile
Methylobacterium_organophilum	17	Maybe	Possibly Motile
Methylobacterium_oryzae	21	Yes	Motile
Methylobacterium_oxalidis	20	Yes	Motile
Methylobacterium_phyllosphaerae	17	Maybe	Possibly Motile
Methylobacterium_phyllostachyos	18	Maybe	Possibly Motile
Methylobacterium_platani	19	Yes	Motile
Methylobacterium_populi	0	No	Non-Motile
Methylobacterium_pseudosasicola	20	Yes	Motile
Methylobacterium_radiotolerans	0	No	Non-Motile
Methylobacterium_soli	19	Yes	Motile
Methylobacterium_sp.	19	Yes	Motile
Methylobacterium_tarhaniae	20	Yes	Motile
Methylobacterium_thiocyanatum	18	Maybe	Possibly Motile
Methylobacterium_variabile	20	Yes	Motile
Methylobacterium_zatmanii	0	No	Non-Motile
Methylobacter_luteus	1	No	Non-Motile
Methylobacter_marinus	22	Yes	Motile
Methylobacter_sp.	22	Yes	Motile
Methylobacter_tundripaludum	23	Yes	Motile
Methylobacter_whittenburyi	22	Yes	Motile
Methylobrevis_pamukkalensis	18	Maybe	Possibly Motile
Methylobrevis_sp.	18	Maybe	Possibly Motile
Methylocaldum_marinum	22	Yes	Motile
Methylocaldum_sp.	22	Yes	Motile
Methylocaldum_szegediense	22	Yes	Motile
